kt,u_ratio,u_ratio+stdfit,u_ratio-stdfit,u_ratio+stdtot,u_ratio-stdtot
0.5699999928474426,0.8857162243781468,0.8933499490423301,0.8762751001631057,0.9545859538005621,0.8185962481222866
0.5799999833106994,0.889614893194938,0.8967580065572757,0.8807287480515653,0.958719724150172,0.8222676218054018
0.5899999737739563,0.8936121274625185,0.9002497798052561,0.8852956908876914,0.9629624997250255,0.8260273118153318
0.5999999642372131,0.8977035534162788,0.9038228389867167,0.8899751752246663,0.9673098241387889,0.829871017945055
0.6100000143051147,0.9018974011960279,0.9074839057705775,0.8947741560042156,0.9717709095634895,0.8338060040051037
0.6200000047683716,0.9061921704315232,0.9112314853261108,0.8996916933884362,0.976344484748458,0.837830536978222
0.6299999952316284,0.9105948193347038,0.915070255791332,0.9047335755507296,0.9810383786574892,0.8419507175308165
0.6399999856948853,0.9151019815308836,0.9190000408985544,0.9098996733127179,0.9858493585665523,0.8461630383450311
0.6499999761581421,0.9197210058601787,0.9230269277559834,0.9151956821757559,0.9907857460001883,0.8504738894428027
0.6599999666213989,0.924451664607723,0.9271508042570412,0.9206211865858932,0.9958476941419027,0.8548826611142536
0.6699999570846558,0.9293009129613863,0.931379409131951,0.9261798852486441,1.0010431547875651,0.8593953249450782
0.6800000071525574,0.9342676623485084,0.9357195619221264,0.9318685311536088,1.0063714174476885,0.8640104113861832
0.6899999976158142,0.93935939940539,0.940195867147996,0.9376750449267356,1.0118410415069552,0.8687343483327135
0.699999988079071,0.944578124327081,0.9449055864543845,0.9435031240953672,1.017454706934978,0.8735684593260713
0.7099999785423279,0.9499281525146293,0.9503249739349267,0.9488912163223894,1.0232176179371475,0.8785161786184724
0.7199999690055847,0.9554086020230268,0.9564713042236769,0.9538176642428894,1.029129415727366,0.8835760984417929
0.7299999594688414,0.9610341589541128,0.9629133050217411,0.958743878520141,1.0352065514520068,0.8887611679046494
0.740000009536743,0.9668067956672496,0.9695570690190854,0.9637633935120479,1.0414517980590767,0.8940725616868714
0.75,0.9727280446424673,0.9763909340174723,0.9688983415577564,1.047867536102474,0.8995109661214677
0.7599999904632568,0.9788033449981245,0.9834138964897183,0.9741580132580228,1.0544603560041776,0.9050806786850348
0.7699999809265136,0.9850395155065692,0.9906320967645326,0.9795496489961917,1.0612384413416456,0.9107871655866563
0.7799999713897706,0.9914460518256885,0.9980549772245514,0.9850830176567094,1.0682128629762715,0.916638364830267
0.7899999618530275,0.9980312214042879,1.005691538763121,0.9907659583079677,1.0753934265355045,0.9226410207450658
0.7999999523162842,1.004802782242791,1.0135492895539098,0.9966036023757088,1.0827894734555341,0.928801321847738
0.8100000023841859,1.0117622191338356,1.0216351286585619,1.0025991521064879,1.090403717882498,0.9351195249663105
0.8199999928474426,1.0189259641728408,1.029965296425402,1.0087662631150944,1.098254969261553,0.9416097158273703
0.8299999833106994,1.026296906316151,1.0385442438465655,1.0151079287045839,1.10634742045482,0.9482734837842277
0.8399999737739563,1.0338945914947184,1.047391657688949,1.0216358200179028,1.1147037374658082,0.955127291162629
0.8499999642372131,1.0417273140261916,1.056523240927291,1.0283640937005354,1.1233340942444976,0.9621775675073745
0.8599999547004699,1.0498076610207372,1.0659507333699545,1.0352998572557226,1.1322535863547427,0.9694344144347667
0.8700000047683715,1.0581464771670388,1.0756896701954637,1.0424518357084318,1.1414757446887158,0.9769060095567694
0.8799999952316285,1.0667631954015142,1.0857580995688967,1.0498339772165028,1.1510231921347507,0.98460863228909
0.8899999856948851,1.0756774224805652,1.0961854910139284,1.0574681348070285,1.1609192055001816,0.9925582555184074
0.8999999761581422,1.0849014137340742,1.1069843244087059,1.0653622353037828,1.1711789432546593,1.0007642535004437
0.9099999666213988,1.094464017732789,1.1181890884597696,1.0735407266656989,1.1818361769250374,1.0092506057540782
0.9199999570846557,1.1043847190756395,1.1298222076951832,1.0820188523105954,1.1929144359279256,1.0180327878439397
0.9300000071525572,1.1146884533983674,1.1419109474192,1.090815729890463,1.20444337265862,1.0271310650068344
0.9399999976158142,1.1254041615295436,1.154490907622264,1.0999548522343745,1.2164576830207747,1.0365686764243784
0.949999988079071,1.1365600924269388,1.1676117180851973,1.109474617537842,1.228991430139,1.0463681090253265
0.959999978542328,1.148208983548157,1.1813034949154504,1.1193932817657972,1.2421052680733036,1.0565742841519423
0.9699999690055848,1.160367397729409,1.1956246969436974,1.1297555630223561,1.255821569112749,1.0671979835282195
0.9799999594688416,1.1731079216676217,1.2106273979794768,1.1405935496937383,1.2702241847539888,1.0783006668957114
0.9899999499320986,1.186446549508142,1.2263630503233636,1.1519451891515582,1.2853354677300135,1.0898919969708807
1.0,1.200479750062533,1.2429069233660852,1.1638631716863792,1.3012660041100708,1.102054509828615
