	rep	chi2	aN	bN	g2A	a2	g2B	B2
188	188	103.436	2.9622092485227444E-002	7.7049524254064541E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
189	189	171.523	2.2304589799615998E-002	7.7604554701520417E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
190	190	128.783	3.2122591050358057E-002	7.9977405834462459E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
191	191	159.185	3.5565786646018172E-002	6.7642422112509440E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
192	192	151.594	3.2132178644888723E-002	6.2060935107299264E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
193	193	159.423	3.2113245232642071E-002	7.4973443204802565E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
194	194	150.093	2.9511367302082134E-002	7.1575509961002426E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
195	195	143.802	3.9008156452592618E-002	5.2829820633471941E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
196	196	130.377	3.8097177137356275E-002	6.2601148678973484E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
197	197	185.800	3.1519292378315036E-002	8.4103224053308778E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
198	198	145.970	2.6119280941566084E-002	7.8725429989869589E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
199	199	172.372	2.9215238895261147E-002	8.9382515863643472E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
200	200	168.091	2.4736952726977152E-002	6.3955554100533149E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
