	rep	chi2	aN	bN	g2A	a2	g2B	B2
188	188	231.351	1.7591608274318299E-002	1.5381011579301579E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
189	189	275.318	1.6146681922181202E-002	1.5178342744934903E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
190	190	265.939	1.7592138162250387E-002	1.2939645437208769E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
191	191	240.170	1.7709490364715544E-002	1.6189959466635380E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
192	192	283.867	1.5563517192083487E-002	1.5454198873883204E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
193	193	251.613	2.1455870517361433E-002	1.1378571527913765E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
194	194	296.318	1.7424243976076004E-002	1.0496775789644724E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
195	195	238.787	1.5977393169022816E-002	1.4562263547368427E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
196	196	256.300	1.9202445391392833E-002	1.4551394402626601E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
197	197	221.123	1.8622649495881480E-002	1.3351988459499135E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
198	198	255.602	1.3627903790051174E-002	1.6890263061731914E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
199	199	227.934	1.7854029641104122E-002	1.4499303157080472E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
200	200	266.157	1.3159084118914005E-002	1.5328598762916576E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
